Unnamed: 0,county,gallons_from_great_lakes,gallons_from_groundwater,gallons_from_inland_surface,total_gallons_all_sources,industry,year
430,Cheboygan,0,0,0,0,Livestock,2014
431,Chippewa,0,23965000,0,23965000,Livestock,2014
432,Clare,0,2092000,0,2092000,Livestock,2014
433,Clinton,0,360649500,0,360649500,Livestock,2014
434,Crawford,0,0,0,0,Livestock,2014
435,Delta,0,0,0,0,Livestock,2014
436,Dickinson,0,0,0,0,Livestock,2014
437,Eaton,0,0,0,0,Livestock,2014
438,Emmet,0,3073353618,474016724,3547370342,Livestock,2014
439,Genesee,0,0,0,0,Livestock,2014
440,Gladwin,0,0,0,0,Livestock,2014
441,Gogebic,0,0,0,0,Livestock,2014
442,Grand Traverse,0,0,0,0,Livestock,2014
443,Gratiot,0,222528690,0,222528690,Livestock,2014
444,Hillsdale,0,71208000,0,71208000,Livestock,2014
445,Houghton,0,0,0,0,Livestock,2014
446,Huron,0,45378994,0,45378994,Livestock,2014
447,Ingham,0,77800,0,77800,Livestock,2014
448,Ionia,0,143886150,0,143886150,Livestock,2014
449,Iosco,0,0,0,0,Livestock,2014
450,Iron,0,0,0,0,Livestock,2014
451,Isabella,0,60037101,0,60037101,Livestock,2014
452,Jackson,0,706680000,0,706680000,Livestock,2014
453,Kalamazoo,0,19498995,0,19498995,Livestock,2014
454,Kalkaska,0,0,0,0,Livestock,2014
455,Kent,0,65627000,0,65627000,Livestock,2014
456,Keweenaw,0,0,0,0,Livestock,2014
457,Lake,0,0,0,0,Livestock,2014
458,Lapeer,0,0,288000,288000,Livestock,2014
459,Leelanau,0,279920,0,279920,Livestock,2014
460,Lenawee,0,74352000,0,74352000,Livestock,2014
461,Livingston,0,0,0,0,Livestock,2014
462,Luce,0,0,0,0,Livestock,2014
463,Mackinac,0,0,0,0,Livestock,2014
464,Macomb,0,165250,0,165250,Livestock,2014
465,Manistee,0,0,0,0,Livestock,2014
466,Marquette,0,351432000,4140000000,4491432000,Livestock,2014
467,Mason,0,15656139,0,15656139,Livestock,2014
468,Mecosta,0,31932120,0,31932120,Livestock,2014
469,Menominee,0,8724774,0,8724774,Livestock,2014
470,Midland,0,46950000,0,46950000,Livestock,2014
471,Missaukee,0,97356604,0,97356604,Livestock,2014
472,Monroe,0,0,0,0,Livestock,2014
473,Montcalm,0,25758803,0,25758803,Livestock,2014
474,Montmorency,0,1200000,0,1200000,Livestock,2014
475,Muskegon,0,217959040,0,217959040,Livestock,2014
476,Newaygo,0,305274080,94176000,399450080,Livestock,2014
477,Oakland,0,0,0,0,Livestock,2014
478,Oceana,0,36515341,0,36515341,Livestock,2014
479,Ogemaw,0,6852001,0,6852001,Livestock,2014
480,Ontonagon,0,0,0,0,Livestock,2014
481,Osceola,0,9808000,0,9808000,Livestock,2014
482,Oscoda,0,0,0,0,Livestock,2014
483,Otsego,0,0,0,0,Livestock,2014
484,Ottawa,0,55137777,0,55137777,Livestock,2014
485,Presque Isle,0,0,0,0,Livestock,2014
486,Roscommon,0,0,0,0,Livestock,2014
487,Saginaw,0,0,0,0,Livestock,2014
488,Saint Clair,0,0,0,0,Livestock,2014
489,Saint Joseph,0,0,0,0,Livestock,2014
490,Sanilac,0,64800000,0,64800000,Livestock,2014
491,Schoolcraft,0,617760000,810000000,1427760000,Livestock,2014
492,Shiawassee,0,62377490,0,62377490,Livestock,2014
493,Tuscola,0,6441510,0,6441510,Livestock,2014
494,Van Buren,0,1425707412,0,1425707412,Livestock,2014
495,Washtenaw,0,120888000,0,120888000,Livestock,2014
496,Wayne,0,0,0,0,Livestock,2014
497,Wexford,0,1074919900,0,1074919900,Livestock,2014
498,Alcona,0,0,0,0,Other,2014
499,Alger,0,0,0,0,Other,2014
500,Allegan,0,6921900,0,6921900,Other,2014
501,Alpena,0,0,0,0,Other,2014
502,Antrim,0,10861123,0,10861123,Other,2014
503,Arenac,0,0,0,0,Other,2014
504,Baraga,0,0,0,0,Other,2014
505,Barry,0,714229,0,714229,Other,2014
506,Bay,0,0,0,0,Other,2014
507,Benzie,0,15471900,0,15471900,Other,2014
508,Berrien,0,31539448,243000,31782448,Other,2014
509,Branch,0,11200,0,11200,Other,2014
510,Calhoun,0,115394000,0,115394000,Other,2014
511,Cass,0,4827885,0,4827885,Other,2014
512,Charlevoix,0,0,0,0,Other,2014
513,Cheboygan,0,0,0,0,Other,2014
514,Chippewa,163044000,0,0,163044000,Other,2014
515,Clare,0,0,0,0,Other,2014
516,Clinton,0,0,0,0,Other,2014
517,Crawford,0,0,0,0,Other,2014
518,Delta,0,0,0,0,Other,2014
519,Dickinson,0,0,0,0,Other,2014
520,Eaton,0,0,0,0,Other,2014
521,Emmet,0,318638204,73600000,392238204,Other,2014
522,Genesee,0,0,0,0,Other,2014
523,Gladwin,0,0,0,0,Other,2014
524,Gogebic,0,0,0,0,Other,2014
525,Grand Traverse,0,28485731,0,28485731,Other,2014
526,Gratiot,0,0,0,0,Other,2014
527,Hillsdale,0,0,0,0,Other,2014
528,Houghton,0,0,0,0,Other,2014
529,Huron,0,315000,0,315000,Other,2014
530,Ingham,0,0,0,0,Other,2014
531,Ionia,0,782000,0,782000,Other,2014
532,Iosco,0,0,0,0,Other,2014
533,Iron,0,0,0,0,Other,2014
534,Isabella,0,300000,0,300000,Other,2014
535,Jackson,0,0,0,0,Other,2014
536,Kalamazoo,0,132000000,0,132000000,Other,2014
537,Kalkaska,0,0,0,0,Other,2014
538,Kent,0,35400592,0,35400592,Other,2014
539,Keweenaw,0,0,0,0,Other,2014
540,Lake,0,0,0,0,Other,2014
541,Lapeer,0,0,0,0,Other,2014
542,Leelanau,0,45174490,0,45174490,Other,2014
543,Lenawee,0,0,0,0,Other,2014
544,Livingston,0,0,0,0,Other,2014
545,Luce,0,0,0,0,Other,2014
546,Mackinac,0,0,0,0,Other,2014
547,Macomb,0,96000,105750,201750,Other,2014
548,Manistee,0,2290100,0,2290100,Other,2014
549,Marquette,0,0,0,0,Other,2014
550,Mason,0,14406770,1900000,16306770,Other,2014
551,Mecosta,0,2464815,0,2464815,Other,2014
552,Menominee,0,0,0,0,Other,2014
553,Midland,0,0,0,0,Other,2014
554,Missaukee,0,0,0,0,Other,2014
555,Monroe,0,2166304,0,2166304,Other,2014
556,Montcalm,0,6736000,0,6736000,Other,2014
557,Montmorency,0,996444,0,996444,Other,2014
558,Muskegon,0,355000,0,355000,Other,2014
559,Newaygo,0,47810,0,47810,Other,2014
560,Oakland,0,213487700,1236535200,1450022900,Other,2014
561,Oceana,0,35249908,0,35249908,Other,2014
562,Ogemaw,0,0,0,0,Other,2014
563,Ontonagon,0,0,0,0,Other,2014
564,Osceola,0,0,0,0,Other,2014
565,Oscoda,0,0,0,0,Other,2014
566,Otsego,0,0,0,0,Other,2014
567,Ottawa,0,1638250,0,1638250,Other,2014
568,Presque Isle,0,0,0,0,Other,2014
569,Roscommon,0,0,0,0,Other,2014
570,Saginaw,0,0,0,0,Other,2014
571,Saint Clair,0,0,0,0,Other,2014
572,Saint Joseph,0,1017311783,0,1017311783,Other,2014
573,Sanilac,0,0,0,0,Other,2014
574,Schoolcraft,0,0,0,0,Other,2014
575,Shiawassee,0,42500,0,42500,Other,2014
576,Tuscola,0,0,0,0,Other,2014
577,Van Buren,0,20769144,0,20769144,Other,2014
578,Washtenaw,0,496000,0,496000,Other,2014
579,Wayne,0,0,0,0,Other,2014
580,Wexford,0,0,0,0,Other,2014
581,Washtenaw,0,2457924037,4423456100,6881380137,Public Water Supply,2014
582,Lenawee,0,1495828311,799089999,2294918311,Public Water Supply,2014
583,Gratiot,0,803271990,99409250,902681240,Public Water Supply,2014
584,Ingham,0,10934819250,0,10934819250,Public Water Supply,2014
585,Kalamazoo,0,9297376685,0,9297376685,Public Water Supply,2014
586,Oakland,0,6959257636,0,6959257636,Public Water Supply,2014
587,Calhoun,0,4530051118,0,4530051118,Public Water Supply,2014
588,Jackson,0,3782149726,0,3782149726,Public Water Supply,2014
589,Kent,24589563000,2638904741,0,27228467741,Public Water Supply,2014
590,Livingston,0,2470987412,0,2470987412,Public Water Supply,2014
591,Ionia,0,1764962603,0,1764962603,Public Water Supply,2014
592,Allegan,0,1533944849,0,1533944849,Public Water Supply,2014
593,Houghton,0,1385048000,0,1385048000,Public Water Supply,2014
594,Genesee,0,1361574738,0,1361574738,Public Water Supply,2014
595,Berrien,3680015000,1288356233,0,4968371233,Public Water Supply,2014
596,Saint Joseph,0,1266312235,0,1266312235,Public Water Supply,2014
597,Emmet,0,1240929951,0,1240929951,Public Water Supply,2014
598,Marquette,914630000,1230080162,0,2144710162,Public Water Supply,2014
599,Shiawassee,0,1106621854,0,1106621854,Public Water Supply,2014
600,Isabella,0,1096370500,0,1096370500,Public Water Supply,2014
601,Dickinson,0,1079408538,0,1079408538,Public Water Supply,2014
602,Montcalm,0,1061296799,0,1061296799,Public Water Supply,2014
603,Branch,0,998474520,0,998474520,Public Water Supply,2014
604,Eaton,0,990845856,0,990845856,Public Water Supply,2014
605,Wexford,0,957777353,0,957777353,Public Water Supply,2014
606,Van Buren,501175400,838037875,0,1339213275,Public Water Supply,2014
607,Iron,0,800164000,0,800164000,Public Water Supply,2014
608,Osceola,0,752509895,0,752509895,Public Water Supply,2014
609,Tuscola,0,714841117,0,714841117,Public Water Supply,2014
610,Newaygo,0,711357170,0,711357170,Public Water Supply,2014
611,Muskegon,4825517000,701001442,0,5526518442,Public Water Supply,2014
612,Hillsdale,0,677524669,0,677524669,Public Water Supply,2014
613,Gogebic,0,640857500,0,640857500,Public Water Supply,2014
614,Grand Traverse,1855030000,629073800,0,2484103800,Public Water Supply,2014
615,Charlevoix,288597000,591836399,0,880433399,Public Water Supply,2014
616,Manistee,0,577676296,0,577676296,Public Water Supply,2014
617,Barry,0,557477699,0,557477699,Public Water Supply,2014
618,Mecosta,0,517642441,0,517642441,Public Water Supply,2014
619,Sanilac,108679000,513526299,0,622205299,Public Water Supply,2014
620,Cass,0,464433224,0,464433224,Public Water Supply,2014
621,Clinton,0,452836648,0,452836648,Public Water Supply,2014
622,Oceana,0,441497088,0,441497088,Public Water Supply,2014
623,Antrim,0,409515352,0,409515352,Public Water Supply,2014
624,Otsego,0,381623020,0,381623020,Public Water Supply,2014
625,Macomb,1083899000,376998920,0,1460897920,Public Water Supply,2014
626,Chippewa,640389000,367790185,0,1008179185,Public Water Supply,2014
627,Cheboygan,0,355722000,0,355722000,Public Water Supply,2014
628,Clare,0,334132700,0,334132700,Public Water Supply,2014
629,Benzie,0,252749674,0,252749674,Public Water Supply,2014
630,Crawford,0,208772700,0,208772700,Public Water Supply,2014
631,Alger,0,192722700,0,192722700,Public Water Supply,2014
632,Huron,727291848,181523199,0,908815048,Public Water Supply,2014
633,Leelanau,0,180412191,0,180412191,Public Water Supply,2014
634,Luce,0,176254800,0,176254800,Public Water Supply,2014
635,Presque Isle,0,170695000,0,170695000,Public Water Supply,2014
636,Gladwin,0,167184199,0,167184199,Public Water Supply,2014
637,Saginaw,0,156646600,0,156646600,Public Water Supply,2014
638,Saint Clair,3943208000,153145146,0,4096353146,Public Water Supply,2014
639,Lapeer,0,149135100,0,149135100,Public Water Supply,2014
640,Kalkaska,0,145610750,0,145610750,Public Water Supply,2014
641,Ogemaw,0,135594802,0,135594802,Public Water Supply,2014
642,Missaukee,0,123807099,0,123807099,Public Water Supply,2014
643,Roscommon,0,107687473,0,107687473,Public Water Supply,2014
644,Lake,0,102089360,0,102089360,Public Water Supply,2014
645,Mason,595980000,92284900,0,688264900,Public Water Supply,2014
646,Ottawa,6155973300,72653218,0,6228626518,Public Water Supply,2014
647,Menominee,388790000,57149800,0,445939800,Public Water Supply,2014
648,Midland,0,54376100,0,54376100,Public Water Supply,2014
649,Delta,1025200000,49259905,0,1074459905,Public Water Supply,2014
650,Montmorency,0,44894000,0,44894000,Public Water Supply,2014
651,Ontonagon,924120000,34916720,0,959036720,Public Water Supply,2014
652,Alcona,0,27240900,0,27240900,Public Water Supply,2014
653,Oscoda,0,26977800,0,26977800,Public Water Supply,2014
654,Keweenaw,0,16609636,0,16609636,Public Water Supply,2014
655,Monroe,3605634000,9299999,0,3614934000,Public Water Supply,2014
656,Schoolcraft,145910000,7440533,0,153350533,Public Water Supply,2014
657,Iosco,429757100,6709400,0,436466500,Public Water Supply,2014
658,Arenac,14224779100,3911800,0,14228690900,Public Water Supply,2014
659,Alpena,753116700,1571900,0,754688600,Public Water Supply,2014
660,Mackinac,471810000,1513634,0,473323635,Public Water Supply,2014
661,Wayne,196202773000,0,0,196202773000,Public Water Supply,2014
662,Bay,3016294400,0,0,3016294400,Public Water Supply,2014
663,Baraga,194940000,0,0,194940000,Public Water Supply,2014
664,Alcona,1328730136,331378720,268512000,1928620856,Total All Sectors,2015
665,Alger,0,1054885386,331162688,1386048074,Total All Sectors,2015
666,Allegan,0,5226001214,4099394334,9325395548,Total All Sectors,2015
667,Alpena,41576420000,19353585,387520000,41983293585,Total All Sectors,2015
668,Antrim,0,3786917830,46033866,3832951696,Total All Sectors,2015
669,Arenac,15663611672,36526647,59964404,15760102723,Total All Sectors,2015
670,Baraga,5114470000,146633130,101449000,5362552130,Total All Sectors,2015
671,Barry,0,1588703694,1305323691,2894027385,Total All Sectors,2015
672,Bay,3300150400,80315670,174713838001,178094304071,Total All Sectors,2015
673,Benzie,0,856739396,93000,856832396,Total All Sectors,2015
674,Berrien,768963079000,4430755762,1304401757,774698236519,Total All Sectors,2015
675,Branch,0,7195546928,2662035400,9857582328,Total All Sectors,2015
676,Calhoun,0,6201264290,1296085416,7497349706,Total All Sectors,2015
677,Cass,354047500,15111571645,1614707890,17080327035,Total All Sectors,2015
678,Charlevoix,329431000,1280717926,288597917,1898746843,Total All Sectors,2015
679,Cheboygan,303600000,447741029,4632256060,5383597090,Total All Sectors,2015
680,Chippewa,808914000,446083958,298570000,1553567958,Total All Sectors,2015
681,Clare,0,728153360,5341000,733494360,Total All Sectors,2015
682,Clinton,0,1020770193,547054037,1567824230,Total All Sectors,2015
683,Crawford,13734254000,427705810,3421156293,17583116103,Total All Sectors,2015
684,Delta,1011430000,67838648,7848903845,8928172493,Total All Sectors,2015
685,Dickinson,0,887371437,30673192,918044629,Total All Sectors,2015
686,Eaton,0,1013343648,512912780,1526256428,Total All Sectors,2015
687,Emmet,49200000,3608899537,92000000,3750099537,Total All Sectors,2015
688,Genesee,0,1698944129,59635900,1758580029,Total All Sectors,2015
689,Gladwin,0,223926061,541825,224467886,Total All Sectors,2015
690,Gogebic,0,756164061,27000000,783164061,Total All Sectors,2015
691,Grand Traverse,2016040000,1255361865,149304515,3420706380,Total All Sectors,2015
692,Gratiot,0,3497503946,263884209,3761388155,Total All Sectors,2015
693,Hillsdale,0,2498796853,224684411,2723481264,Total All Sectors,2015
694,Houghton,0,1420999081,10332000,1431331081,Total All Sectors,2015
695,Huron,761443160,384471424,339345560,1485260144,Total All Sectors,2015
696,Ingham,0,9738519412,27517274164,37255793576,Total All Sectors,2015
697,Ionia,0,2409505549,322989917,2732495466,Total All Sectors,2015
698,Iosco,432920420,124425894,0,557346314,Total All Sectors,2015
699,Iron,0,481370000,1471632000,1953002000,Total All Sectors,2015
700,Isabella,0,3981967155,712155652,4694122807,Total All Sectors,2015
701,Jackson,0,13688489353,1962819306,15651308659,Total All Sectors,2015
702,Kalamazoo,0,13857934450,1024826460,14882760910,Total All Sectors,2015
703,Kalkaska,0,1842026823,574531217,2416558040,Total All Sectors,2015
704,Kent,25341068000,5043199164,958275945,31342543109,Total All Sectors,2015
705,Keweenaw,3067008,18139652,0,21206660,Total All Sectors,2015
706,Lake,0,163886130,0,163886130,Total All Sectors,2015
707,Lapeer,0,351240581,101836636,453077217,Total All Sectors,2015
708,Leelanau,5699774,1093850847,42123486,1141674107,Total All Sectors,2015
709,Lenawee,0,2035267203,2205657350,4240924553,Total All Sectors,2015
710,Livingston,0,2801901181,180245332,2982146513,Total All Sectors,2015
711,Luce,3506088000,624536501,0,4130624501,Total All Sectors,2015
712,Mackinac,481295000,79492708,7195000,567982708,Total All Sectors,2015
713,Macomb,1993237977,721735184,9036106081,11751079242,Total All Sectors,2015
714,Manistee,0,1144405680,7184679750,8329085430,Total All Sectors,2015
715,Marquette,71678543334,1291191496,9413772087,82383506918,Total All Sectors,2015
716,Mason,816545000,1437770691,293459214,2547774905,Total All Sectors,2015
717,Mecosta,0,4179566853,776830656,4956397509,Total All Sectors,2015
718,Menominee,334570000,74204609,1408313000,1817087609,Total All Sectors,2015
719,Midland,0,150527229,377379717,527906946,Total All Sectors,2015
720,Missaukee,0,10976262375,204871034,11181133409,Total All Sectors,2015
721,Monroe,656958577849,570152133,5125867449,662654597431,Total All Sectors,2015
722,Montcalm,0,13490351313,1231640388,14721991701,Total All Sectors,2015
723,Montmorency,0,844860850,2548784800,3393645650,Total All Sectors,2015
724,Muskegon,5223057000,1570957575,84208902869,91002917444,Total All Sectors,2015
725,Newaygo,0,3377881302,3520394103,6898275405,Total All Sectors,2015
726,Oakland,0,8515904424,863749385,9379653809,Total All Sectors,2015
727,Oceana,0,2059909841,289812111,2349721952,Total All Sectors,2015
728,Ogemaw,0,208720078,20560325,229280403,Total All Sectors,2015
729,Ontonagon,133720000,373773027,0,507493027,Total All Sectors,2015
730,Osceola,0,718423866,48095100,766518966,Total All Sectors,2015
731,Oscoda,0,62328335,40950000,103278335,Total All Sectors,2015
732,Otsego,0,1226572482,330333092,1556905574,Total All Sectors,2015
733,Ottawa,242754201674,2427817993,35214692133,280396711800,Total All Sectors,2015
734,Presque Isle,0,229202955,22662000,251864955,Total All Sectors,2015
735,Roscommon,0,180492343,28462945,208955288,Total All Sectors,2015
736,Saginaw,5195021254,690201250,148225123,6033447627,Total All Sectors,2015
737,Saint Clair,450952116181,630243656,150700570,451733060407,Total All Sectors,2015
738,Saint Joseph,0,16723434341,3566127178,20289561519,Total All Sectors,2015
739,Sanilac,1249994000,2231464241,11139362750,14620820991,Total All Sectors,2015
740,Schoolcraft,120000000,25136203,50467876,195604079,Total All Sectors,2015
741,Shiawassee,0,1146490489,152846600,1299337089,Total All Sectors,2015
742,Tuscola,750570,1459917057,984761337,2445428964,Total All Sectors,2015
743,Van Buren,46064390800,7222262275,695349278,53982002353,Total All Sectors,2015
744,Washtenaw,84712932150,3858513171,4848394457,93419839778,Total All Sectors,2015
745,Wayne,419374257939,148515687,66409921371,485932694997,Total All Sectors,2015
746,Wexford,0,1894875117,3163882000,5058757117,Total All Sectors,2015
747,Alcona,0,0,0,0,Commercial-Institutional,2015
748,Alger,0,1268400,0,1268400,Commercial-Institutional,2015
749,Allegan,0,33328518,0,33328518,Commercial-Institutional,2015
750,Alpena,0,0,0,0,Commercial-Institutional,2015
751,Antrim,0,730500,0,730500,Commercial-Institutional,2015
752,Arenac,0,2312310,236774,2549084,Commercial-Institutional,2015
753,Baraga,0,0,0,0,Commercial-Institutional,2015
754,Barry,0,6028000,0,6028000,Commercial-Institutional,2015
755,Bay,0,0,0,0,Commercial-Institutional,2015
756,Benzie,0,8662951,0,8662951,Commercial-Institutional,2015
757,Berrien,0,29624510,0,29624510,Commercial-Institutional,2015
758,Branch,0,0,0,0,Commercial-Institutional,2015
759,Calhoun,0,130897573,461,130898034,Commercial-Institutional,2015
